id,value
id_223,78.97076218124899
id_224,30.903382718009574
id_225,16.125251110905545
id_226,17.565691625986453
id_227,48.11134759271457
id_228,30.531427466725283
id_229,27.825271878716055
id_230,9.134343908602421
id_231,28.633733211964547
id_232,7.634272215064673
id_233,31.452440870824642
id_234,65.73204711866592
id_235,20.189958200148553
id_236,17.985009219030214
id_237,15.786116871547236
id_238,13.592548481150587
id_239,27.382549757736193
id_240,28.797689836083187
id_241,77.56330606370622
id_242,36.35870016238156
id_243,35.79025354240625
id_244,64.89662177881037
id_245,37.436222158653024
id_246,39.01409165690697
id_247,46.92831551482558
id_248,19.6569201538081
id_249,9.227236799658858
id_250,16.02927392403417
id_251,39.389308919438896
id_252,13.226213517901705
id_253,22.960769754708288
id_254,17.591539343895388
id_255,30.643259631617397
id_256,32.911629999171616
id_257,2.465335712272391
id_258,30.760532146431277
id_259,40.505330431130304
